dataset,group,model,cluster,n,error,sse
RAPSODI_native,below2km,reference,2024-09-06,749,-2030.9710716377654,72077.54697284344
RAPSODI_native,below2km,reference,2024-09-07,942,-4297.272083232751,44399.42099711572
RAPSODI_native,below2km,reference,2024-09-08,747,-926.0186714646085,23343.162375472515
RAPSODI_native,below2km,reference,2024-09-09,748,-280.13246191650995,87707.80792740009
RAPSODI_native,below2km,reference,2024-09-10,1134,-3692.493273073722,59489.18553458334
RAPSODI_native,below2km,reference,2024-09-11,187,-1529.12726813056,15990.386626601638
RAPSODI_standard,1000,ERA5,2024-08-09,1,-2.756832824094431,7.6001272200044765
RAPSODI_standard,1000,ERA5,2024-08-10,6,-12.20685053747809,51.179158445109586
RAPSODI_standard,1000,ERA5,2024-08-11,5,-26.90205463954061,285.6167947987304
RAPSODI_standard,1000,ERA5,2024-08-12,3,-25.442103467323875,220.2820448999894
RAPSODI_standard,1000,ERA5,2024-08-13,4,-12.98653876076321,60.04077379209512
RAPSODI_standard,1000,ERA5,2024-08-14,4,-4.438544005154597,134.4706943061912
RAPSODI_standard,1000,ERA5,2024-08-15,5,-6.294310693914383,47.2827749210177
RAPSODI_standard,1000,ERA5,2024-08-16,6,-46.98144697552982,525.3424947716941
RAPSODI_standard,1000,ERA5,2024-08-17,4,-34.01879747184938,386.3266961789727
RAPSODI_standard,1000,ERA5,2024-08-18,4,-5.485254877780335,135.34344882317356
RAPSODI_standard,1000,ERA5,2024-08-19,5,-2.994444993034165,39.684359637161165
RAPSODI_standard,1000,ERA5,2024-08-20,5,-19.63863803889916,178.64562347293747
RAPSODI_standard,1000,ERA5,2024-08-21,4,-65.4051099788611,1156.1030214462153
RAPSODI_standard,1000,ERA5,2024-08-22,6,-85.18700615724691,1310.2701021709195
RAPSODI_standard,1000,ERA5,2024-08-23,4,-14.908323408816898,175.9698168181831
RAPSODI_standard,1000,ERA5,2024-08-24,4,5.221629873668007,22.98800323024593
RAPSODI_standard,1000,ERA5,2024-08-25,5,-11.179431207580933,73.64986946772612
RAPSODI_standard,1000,ERA5,2024-08-26,6,-19.49610408191353,333.33027815915864
RAPSODI_standard,1000,ERA5,2024-08-27,5,-13.536647861487438,76.27946450931802
RAPSODI_standard,1000,ERA5,2024-08-28,4,-20.92381491868946,135.19630189791323
RAPSODI_standard,1000,ERA5,2024-08-29,5,23.84483194385035,487.8448887807055
RAPSODI_standard,1000,ERA5,2024-08-30,5,13.191508652766856,58.70112040235496
RAPSODI_standard,1000,ERA5,2024-08-31,5,-17.610740427220833,96.62749224115726
RAPSODI_standard,1000,ERA5,2024-09-01,5,-8.698478284075293,50.72811278436256
RAPSODI_standard,1000,ERA5,2024-09-02,5,-6.48121239265015,22.714604321881357
RAPSODI_standard,1000,ERA5,2024-09-03,6,-14.041330511712772,189.6318336103695
RAPSODI_standard,1000,ERA5,2024-09-04,4,-4.6224405935838035,9.64642171230428
RAPSODI_standard,1000,ERA5,2024-09-05,4,22.009388247703555,226.30409298537165
RAPSODI_standard,1000,ERA5,2024-09-06,4,6.156422118097396,202.65630569094827
RAPSODI_standard,1000,ERA5,2024-09-07,5,-16.443708635752728,176.62266604108916
RAPSODI_standard,1000,ERA5,2024-09-08,4,-23.783209263819515,155.79545836230005
RAPSODI_standard,1000,ERA5,2024-09-09,4,-29.153280187201233,318.9738019131965
RAPSODI_standard,1000,ERA5,2024-09-10,6,-13.461687579662794,150.06901514176107
RAPSODI_standard,1000,ERA5,2024-09-11,1,-15.125632801549386,228.78476764730675
RAPSODI_standard,1000,reference,2024-08-09,1,2.649961125003907,7.022293964031973
RAPSODI_standard,1000,reference,2024-08-10,6,19.87132783839595,89.19838654578626
RAPSODI_standard,1000,reference,2024-08-11,5,3.544961967977377,138.79690447440612
RAPSODI_standard,1000,reference,2024-08-12,3,-7.904346270423131,26.050190225835877
RAPSODI_standard,1000,reference,2024-08-13,4,9.090091848452497,40.10076128975247
RAPSODI_standard,1000,reference,2024-08-14,4,16.1003517326334,200.20125868741346
RAPSODI_standard,1000,reference,2024-08-15,5,24.549957200008173,167.94892709932262
RAPSODI_standard,1000,reference,2024-08-16,6,-9.020400346924326,181.54196102031398
RAPSODI_standard,1000,reference,2024-08-17,4,-9.174923192624616,125.18460244021854
RAPSODI_standard,1000,reference,2024-08-18,4,17.196918244342296,202.48968983188553
RAPSODI_standard,1000,reference,2024-08-19,5,24.293372129704338,153.28476132336917
RAPSODI_standard,1000,reference,2024-08-20,5,8.529651595276352,124.90800806006438
RAPSODI_standard,1000,reference,2024-08-21,4,-41.33403232775734,501.9446119622017
RAPSODI_standard,1000,reference,2024-08-22,6,-48.213895123354604,492.51636087371196
RAPSODI_standard,1000,reference,2024-08-23,4,9.745418021893567,155.92035890157706
RAPSODI_standard,1000,reference,2024-08-24,4,29.18302052287882,228.78565341301703
RAPSODI_standard,1000,reference,2024-08-25,5,17.320011485916634,102.67285069226908
RAPSODI_standard,1000,reference,2024-08-26,6,17.224820598868984,330.3593751239959
RAPSODI_standard,1000,reference,2024-08-27,5,16.840383529121834,101.71415997624707
RAPSODI_standard,1000,reference,2024-08-28,4,3.2233152207714175,31.37150976923639
RAPSODI_standard,1000,reference,2024-08-29,5,54.00456131379802,970.7882638957237
RAPSODI_standard,1000,reference,2024-08-30,5,40.72472577270482,355.1779814169991
RAPSODI_standard,1000,reference,2024-08-31,5,11.024992831912364,60.728630536415984
RAPSODI_standard,1000,reference,2024-09-01,5,18.660951792431916,107.97243170817018
RAPSODI_standard,1000,reference,2024-09-02,5,20.93001682374778,103.56344080586331
RAPSODI_standard,1000,reference,2024-09-03,6,19.987321189562177,210.16831796541373
RAPSODI_standard,1000,reference,2024-09-04,4,17.502489048163394,83.17305486724312
RAPSODI_standard,1000,reference,2024-09-05,4,43.85053664717548,589.5242283059888
RAPSODI_standard,1000,reference,2024-09-06,4,28.687355305803898,413.3005574303253
RAPSODI_standard,1000,reference,2024-09-07,5,11.977977174642268,160.79824148459758
RAPSODI_standard,1000,reference,2024-09-08,4,-1.229435045319084,11.487560641150049
RAPSODI_standard,1000,reference,2024-09-09,4,-7.016073102705379,127.18509850824381
RAPSODI_standard,1000,reference,2024-09-10,6,22.34607732006454,216.79005617282368
RAPSODI_standard,1000,reference,2024-09-11,1,-9.053299078407306,81.96222420309059
RAPSODI_standard,300,ERA5,2024-08-10,3,-1.1896877464141653,1.2481977689471764
RAPSODI_standard,300,ERA5,2024-08-11,3,-0.7727499847251948,0.34793792465345785
RAPSODI_standard,300,ERA5,2024-08-12,2,-1.0091727239309307,0.6505262891444659
RAPSODI_standard,300,ERA5,2024-08-13,2,-1.1630272348547663,0.988085681496494
RAPSODI_standard,300,ERA5,2024-08-14,2,0.002561257939760253,0.0729392084161107
RAPSODI_standard,300,ERA5,2024-08-15,4,0.11420202136991975,0.13387304471065434
RAPSODI_standard,300,ERA5,2024-08-16,6,-2.451775070870454,1.2524588253156859
RAPSODI_standard,300,ERA5,2024-08-17,4,0.1959121321139463,0.022482881596731112
RAPSODI_standard,300,ERA5,2024-08-18,4,-1.1897300228616245,0.5028034017516323
RAPSODI_standard,300,ERA5,2024-08-19,5,-1.7395335631801458,1.402070182197872
RAPSODI_standard,300,ERA5,2024-08-20,5,-0.17757282902557847,0.36402947043996364
RAPSODI_standard,300,ERA5,2024-08-21,4,0.03519397626864418,0.6274756634005703
RAPSODI_standard,300,ERA5,2024-08-22,6,-2.9489968909798563,3.615744009065134
RAPSODI_standard,300,ERA5,2024-08-23,4,-1.5237525823299336,0.660935947002801
RAPSODI_standard,300,ERA5,2024-08-24,4,0.48545423838663737,0.5825748617136733
RAPSODI_standard,300,ERA5,2024-08-25,5,-2.14194255323261,2.0690118657075147
RAPSODI_standard,300,ERA5,2024-08-26,6,-1.9663931140208462,1.3932678668200469
RAPSODI_standard,300,ERA5,2024-08-27,5,-0.7156496561780017,0.1349836351555162
RAPSODI_standard,300,ERA5,2024-08-28,3,-1.7468073817823608,1.6974596634861863
RAPSODI_standard,300,ERA5,2024-08-29,5,-2.201234357161198,1.6624087638174079
RAPSODI_standard,300,ERA5,2024-08-30,5,-4.587018753901731,6.33798021039368
RAPSODI_standard,300,ERA5,2024-08-31,5,-2.254178263291166,2.320827319663619
RAPSODI_standard,300,ERA5,2024-09-01,5,-0.2630662628393736,0.3567527184100271
RAPSODI_standard,300,ERA5,2024-09-02,5,0.8544308703086045,0.28363348660562065
RAPSODI_standard,300,ERA5,2024-09-03,6,-1.7363344801830323,1.420989879076975
RAPSODI_standard,300,ERA5,2024-09-04,4,0.3495814549464029,0.19620482055626165
RAPSODI_standard,300,ERA5,2024-09-05,4,-0.2302054823396844,0.18088457872498231
RAPSODI_standard,300,ERA5,2024-09-06,4,0.136118853252313,0.07528429914855472
RAPSODI_standard,300,ERA5,2024-09-07,5,-0.5407122327876124,0.20178128616363467
RAPSODI_standard,300,ERA5,2024-09-08,4,-0.5080087991288451,0.25821688954066296
RAPSODI_standard,300,ERA5,2024-09-09,4,-1.434373064857681,0.5871380841963637
RAPSODI_standard,300,ERA5,2024-09-10,6,-3.2325803475053903,3.5615309896556986
RAPSODI_standard,300,ERA5,2024-09-11,1,0.3687948398350045,0.13600963388892662
RAPSODI_standard,300,reference,2024-08-10,3,-0.7149734695630409,0.9386734017073027
RAPSODI_standard,300,reference,2024-08-11,3,-0.29895392068518933,0.18158241022363544
RAPSODI_standard,300,reference,2024-08-12,2,-0.689236073805378,0.3788346784987049
RAPSODI_standard,300,reference,2024-08-13,2,-0.8430905847292136,0.6671703740190558
RAPSODI_standard,300,reference,2024-08-14,2,0.32295701447087244,0.12491130307232352
RAPSODI_standard,300,reference,2024-08-15,4,0.731902108055789,0.26420330798065056
RAPSODI_standard,300,reference,2024-08-16,6,-1.7043790936667693,0.7734182981806095
RAPSODI_standard,300,reference,2024-08-17,4,0.8367036451761707,0.18786087156079262
RAPSODI_standard,300,reference,2024-08-18,4,-0.5498567226105191,0.22452462377704724
RAPSODI_standard,300,reference,2024-08-19,5,-0.939691937866264,0.9734789663300001
RAPSODI_standard,300,reference,2024-08-20,5,0.6222687962883033,0.43516673948515294
RAPSODI_standard,300,reference,2024-08-21,4,0.669876578182545,0.7472674420249645
RAPSODI_standard,300,reference,2024-08-22,6,-2.1780834819939963,2.797469061423813
RAPSODI_standard,300,reference,2024-08-23,4,-0.8838792820788282,0.2757911102855619
RAPSODI_standard,300,reference,2024-08-24,4,1.1253275386377428,0.840248924625906
RAPSODI_standard,300,reference,2024-08-25,5,-1.3421009279187284,1.5116752655818506
RAPSODI_standard,300,reference,2024-08-26,6,-1.006583163644188,0.917685831230604
RAPSODI_standard,300,reference,2024-08-27,5,-0.04233674585444534,0.017082991469891198
RAPSODI_standard,300,reference,2024-08-28,3,-1.267500093990492,1.215885614047423
RAPSODI_standard,300,reference,2024-08-29,5,-1.401392731847316,1.08610254256293
RAPSODI_standard,300,reference,2024-08-30,5,-3.7867180221822894,4.9987215934984714
RAPSODI_standard,300,reference,2024-08-31,5,-1.451753446206498,1.7246388952401015
RAPSODI_standard,300,reference,2024-09-01,5,0.5367753624745082,0.4005375046331001
RAPSODI_standard,300,reference,2024-09-02,5,1.6542724956224863,0.6849465621329666
RAPSODI_standard,300,reference,2024-09-03,6,-0.7666382853333247,1.0171761002459292
RAPSODI_standard,300,reference,2024-09-04,4,0.9891559114992783,0.41014311665104713
RAPSODI_standard,300,reference,2024-09-05,4,0.36897044042446914,0.2026673072939426
RAPSODI_standard,300,reference,2024-09-06,4,0.7364684493516038,0.20641188050493145
RAPSODI_standard,300,reference,2024-09-07,5,0.2064957726230183,0.1518354432486371
RAPSODI_standard,300,reference,2024-09-08,4,0.08915991780319937,0.1958384293613284
RAPSODI_standard,300,reference,2024-09-09,4,-0.8369055042274064,0.24789923368454425
RAPSODI_standard,300,reference,2024-09-10,6,-2.3359307410126333,2.729363776943992
RAPSODI_standard,300,reference,2024-09-11,1,0.455270927120198,0.20727161708088465
RAPSODI_standard,500,ERA5,2024-08-10,3,4.698147355025981,57.951529369807716
RAPSODI_standard,500,ERA5,2024-08-11,3,-10.84619813552004,43.621373000034595
RAPSODI_standard,500,ERA5,2024-08-12,2,-10.613970650034759,58.61584818534349
RAPSODI_standard,500,ERA5,2024-08-13,3,-9.466295404175838,62.9562820532712
RAPSODI_standard,500,ERA5,2024-08-14,4,4.131791085242185,13.185968589147175
RAPSODI_standard,500,ERA5,2024-08-15,4,7.050207264001386,85.68758513076597
RAPSODI_standard,500,ERA5,2024-08-16,6,0.10816381873567593,20.307944096342545
RAPSODI_standard,500,ERA5,2024-08-17,4,-13.994035280353728,50.86840966692122
RAPSODI_standard,500,ERA5,2024-08-18,4,-12.894957575492754,53.37805051514516
RAPSODI_standard,500,ERA5,2024-08-19,5,-15.203431179195007,50.166010571516026
RAPSODI_standard,500,ERA5,2024-08-20,5,-18.940080010336203,84.03891046939194
RAPSODI_standard,500,ERA5,2024-08-21,4,-12.915698377784537,84.22866455922211
RAPSODI_standard,500,ERA5,2024-08-22,6,-17.752672601711794,137.68299181466213
RAPSODI_standard,500,ERA5,2024-08-23,4,-12.401918155994792,46.73888981485357
RAPSODI_standard,500,ERA5,2024-08-24,4,-11.548446363060378,104.03394211925448
RAPSODI_standard,500,ERA5,2024-08-25,5,-12.682095708679839,42.73904784557718
RAPSODI_standard,500,ERA5,2024-08-26,6,-12.291238893829671,48.529086663918385
RAPSODI_standard,500,ERA5,2024-08-27,5,-14.164317691991243,54.01756793231704
RAPSODI_standard,500,ERA5,2024-08-28,4,-1.5260893413322663,7.929011747054737
RAPSODI_standard,500,ERA5,2024-08-29,5,6.140829498965246,100.09202676710967
RAPSODI_standard,500,ERA5,2024-08-30,5,-18.223277594884678,77.38520270609827
RAPSODI_standard,500,ERA5,2024-08-31,5,-0.6135854237631975,20.731328913314112
RAPSODI_standard,500,ERA5,2024-09-01,5,-2.065198419432903,7.848070412007106
RAPSODI_standard,500,ERA5,2024-09-02,5,-12.432506039598877,50.409123672674966
RAPSODI_standard,500,ERA5,2024-09-03,6,-14.722139868894061,47.67307999225159
RAPSODI_standard,500,ERA5,2024-09-04,4,3.583336739349676,13.403213960853249
RAPSODI_standard,500,ERA5,2024-09-05,4,-1.6065946738310117,12.644640410543511
RAPSODI_standard,500,ERA5,2024-09-06,4,-2.39721295284437,127.44617243521778
RAPSODI_standard,500,ERA5,2024-09-07,5,2.9558064538431097,41.86354374748737
RAPSODI_standard,500,ERA5,2024-09-08,4,-7.979544790216096,47.8877810999928
RAPSODI_standard,500,ERA5,2024-09-09,4,-12.212946745224144,97.31726885401021
RAPSODI_standard,500,ERA5,2024-09-10,6,-11.784597954274801,208.30463670054925
RAPSODI_standard,500,ERA5,2024-09-11,1,-1.9233646608022354,3.699331618422898
RAPSODI_standard,500,reference,2024-08-10,3,6.407020511195987,61.957284011072225
RAPSODI_standard,500,reference,2024-08-11,3,-9.13894417891144,32.181883884039415
RAPSODI_standard,500,reference,2024-08-12,2,-9.826487602396243,49.83023931811584
RAPSODI_standard,500,reference,2024-08-13,3,-7.7959151804856175,53.92514360364024
RAPSODI_standard,500,reference,2024-08-14,4,5.050796364187488,14.911892336044176
RAPSODI_standard,500,reference,2024-08-15,4,9.11407829413345,94.19579414087067
RAPSODI_standard,500,reference,2024-08-16,6,4.1604129538023455,23.332000221442502
RAPSODI_standard,500,reference,2024-08-17,4,-12.133569355289596,39.160668338377135
RAPSODI_standard,500,reference,2024-08-18,4,-10.243440148545055,39.02508049654426
RAPSODI_standard,500,reference,2024-08-19,5,-11.667496930154986,30.875328159321526
RAPSODI_standard,500,reference,2024-08-20,5,-16.25151437608503,66.24784463356316
RAPSODI_standard,500,reference,2024-08-21,4,-10.72740342387274,73.96268187499435
RAPSODI_standard,500,reference,2024-08-22,6,-13.961706435106557,119.26431183609273
RAPSODI_standard,500,reference,2024-08-23,4,-9.710130624938241,32.03488949218312
RAPSODI_standard,500,reference,2024-08-24,4,-9.808477549034102,92.77405765551795
RAPSODI_standard,500,reference,2024-08-25,5,-9.190951962444437,27.773294513451827
RAPSODI_standard,500,reference,2024-08-26,6,-7.985083645631051,33.954979327790674
RAPSODI_standard,500,reference,2024-08-27,5,-11.23556681271903,38.72233033560043
RAPSODI_standard,500,reference,2024-08-28,4,0.07992302174987209,8.357721088521444
RAPSODI_standard,500,reference,2024-08-29,5,9.174003065681045,109.63224872758752
RAPSODI_standard,500,reference,2024-08-30,5,-15.282375800597903,57.648000242656074
RAPSODI_standard,500,reference,2024-08-31,5,0.8902272588084013,19.746753533032557
RAPSODI_standard,500,reference,2024-09-01,5,-0.8704683344620312,6.360428342074638
RAPSODI_standard,500,reference,2024-09-02,5,-11.046400484322707,42.07680798693578
RAPSODI_standard,500,reference,2024-09-03,6,-10.69603857932382,30.7330330548226
RAPSODI_standard,500,reference,2024-09-04,4,6.525344956351527,20.836813263248953
RAPSODI_standard,500,reference,2024-09-05,4,0.9222022587241949,12.78036023427918
RAPSODI_standard,500,reference,2024-09-06,4,-0.19290649452582898,128.2422734329083
RAPSODI_standard,500,reference,2024-09-07,5,3.9980248898624318,42.98655536354216
RAPSODI_standard,500,reference,2024-09-08,4,-7.1306387084028975,45.04554353519386
RAPSODI_standard,500,reference,2024-09-09,4,-9.861488215291768,84.00941758114294
RAPSODI_standard,500,reference,2024-09-10,6,-8.363253710985873,196.84381219629873
RAPSODI_standard,500,reference,2024-09-11,1,-1.2491365489624022,1.5603421179536998
RAPSODI_standard,700,ERA5,2024-08-10,5,-1.6654780132489861,43.18286458726795
RAPSODI_standard,700,ERA5,2024-08-11,5,-7.3973605777526075,222.6720101881067
RAPSODI_standard,700,ERA5,2024-08-12,3,16.667172392504625,160.149687467059
RAPSODI_standard,700,ERA5,2024-08-13,3,11.941864935208173,54.96421151173297
RAPSODI_standard,700,ERA5,2024-08-14,4,-5.589224392880709,23.892247663443364
RAPSODI_standard,700,ERA5,2024-08-15,5,-5.204825242091999,67.57970405428956
RAPSODI_standard,700,ERA5,2024-08-16,6,-55.4395569543656,622.2861515127706
RAPSODI_standard,700,ERA5,2024-08-17,4,-16.100567879297444,118.59710956663581
RAPSODI_standard,700,ERA5,2024-08-18,4,-38.39178113098001,416.2963644130341
RAPSODI_standard,700,ERA5,2024-08-19,5,-33.32242364668704,384.3085071935631
RAPSODI_standard,700,ERA5,2024-08-20,5,-22.742666546851382,216.2604537962603
RAPSODI_standard,700,ERA5,2024-08-21,4,-23.051292477307697,157.7428548108675
RAPSODI_standard,700,ERA5,2024-08-22,6,-70.7880146762254,905.71944275062
RAPSODI_standard,700,ERA5,2024-08-23,4,-15.871906236880193,102.3068043978815
RAPSODI_standard,700,ERA5,2024-08-24,4,-25.52100199351412,313.9719950120227
RAPSODI_standard,700,ERA5,2024-08-25,5,-12.102076752019855,337.2165240611705
RAPSODI_standard,700,ERA5,2024-08-26,6,-36.90299504745576,318.1524178369722
RAPSODI_standard,700,ERA5,2024-08-27,5,-39.07142919017494,384.95629363533413
RAPSODI_standard,700,ERA5,2024-08-28,4,-30.54540902477592,265.97357339688875
RAPSODI_standard,700,ERA5,2024-08-29,5,-5.7071805469521735,57.9946941906578
RAPSODI_standard,700,ERA5,2024-08-30,5,4.1751617351745836,19.69483191616882
RAPSODI_standard,700,ERA5,2024-08-31,5,1.115916721168702,19.46225835370943
RAPSODI_standard,700,ERA5,2024-09-01,5,-7.5129347302646465,32.85134557438848
RAPSODI_standard,700,ERA5,2024-09-02,5,-11.119832340972266,65.82083187813933
RAPSODI_standard,700,ERA5,2024-09-03,6,-43.52533735545006,398.38693350779477
RAPSODI_standard,700,ERA5,2024-09-04,4,-32.728109965023634,355.2886877113518
RAPSODI_standard,700,ERA5,2024-09-05,4,-27.755988118796495,378.84254741542685
RAPSODI_standard,700,ERA5,2024-09-06,4,-25.44064063908897,176.9715823026451
RAPSODI_standard,700,ERA5,2024-09-07,5,-1.1475541504594275,198.8416589309904
RAPSODI_standard,700,ERA5,2024-09-08,4,-10.831618458438015,44.23489197366372
RAPSODI_standard,700,ERA5,2024-09-09,4,-29.932395402912903,257.2056085504561
RAPSODI_standard,700,ERA5,2024-09-10,6,-34.88748703809887,358.2537057673568
RAPSODI_standard,700,ERA5,2024-09-11,1,-4.572057129638665,20.90370639667975
RAPSODI_standard,700,reference,2024-08-10,5,0.9000549689000494,42.52504777892096
RAPSODI_standard,700,reference,2024-08-11,5,-1.6133323606150185,212.54998294508195
RAPSODI_standard,700,reference,2024-08-12,3,20.552904080286954,208.0099714930512
RAPSODI_standard,700,reference,2024-08-13,3,15.514587417725473,87.65924336179008
RAPSODI_standard,700,reference,2024-08-14,4,-2.3775370297892144,17.240961818318432
RAPSODI_standard,700,reference,2024-08-15,5,-2.632934145155898,65.04406236657245
RAPSODI_standard,700,reference,2024-08-16,6,-47.37636421181902,476.9125740619479
RAPSODI_standard,700,reference,2024-08-17,4,-10.299310532756135,80.25815398565355
RAPSODI_standard,700,reference,2024-08-18,4,-35.00727924519784,349.0621961104446
RAPSODI_standard,700,reference,2024-08-19,5,-29.638111444489862,321.8131488652921
RAPSODI_standard,700,reference,2024-08-20,5,-15.39340228874476,160.02829299226025
RAPSODI_standard,700,reference,2024-08-21,4,-17.16832707788474,99.29183956263944
RAPSODI_standard,700,reference,2024-08-22,6,-61.50460868772245,702.4083187435549
RAPSODI_standard,700,reference,2024-08-23,4,-10.215955204633573,62.4162117705968
RAPSODI_standard,700,reference,2024-08-24,4,-20.51503642108793,258.95775355019396
RAPSODI_standard,700,reference,2024-08-25,5,-6.4652609202463465,322.037766340355
RAPSODI_standard,700,reference,2024-08-26,6,-29.244993632587565,230.31546965266807
RAPSODI_standard,700,reference,2024-08-27,5,-31.99921994520556,283.1325809447841
RAPSODI_standard,700,reference,2024-08-28,4,-25.129360442436806,189.02309640547003
RAPSODI_standard,700,reference,2024-08-29,5,1.4273620355276266,51.48966933753261
RAPSODI_standard,700,reference,2024-08-30,5,10.073877549399697,36.85322225194936
RAPSODI_standard,700,reference,2024-08-31,5,6.790540693294237,28.605468464285273
RAPSODI_standard,700,reference,2024-09-01,5,-1.709176953334412,22.25105813205094
RAPSODI_standard,700,reference,2024-09-02,5,-4.954807386428794,45.8698365584782
RAPSODI_standard,700,reference,2024-09-03,6,-35.43069411516678,286.4952810160834
RAPSODI_standard,700,reference,2024-09-04,4,-27.66925830644726,278.46581947907765
RAPSODI_standard,700,reference,2024-09-05,4,-22.627053103883743,311.8243635274317
RAPSODI_standard,700,reference,2024-09-06,4,-20.68783379831875,121.88332688744536
RAPSODI_standard,700,reference,2024-09-07,5,5.1940576822929945,201.763504496452
RAPSODI_standard,700,reference,2024-09-08,4,-5.942547661142859,23.906737189472384
RAPSODI_standard,700,reference,2024-09-09,4,-24.70698562443374,188.01095267156205
RAPSODI_standard,700,reference,2024-09-10,6,-25.69859337235616,267.7776004111427
RAPSODI_standard,700,reference,2024-09-11,1,-2.9500859975619864,8.703007393011301
RAPSODI_standard,850,ERA5,2024-08-09,1,-14.769060092882626,218.12513602717814
RAPSODI_standard,850,ERA5,2024-08-10,6,-45.07640879088382,576.692162534009
RAPSODI_standard,850,ERA5,2024-08-11,5,-140.74049036839529,4395.285432575996
RAPSODI_standard,850,ERA5,2024-08-12,3,-81.18229223344207,2497.045971570904
RAPSODI_standard,850,ERA5,2024-08-13,4,-67.16635544656975,2026.2322590744625
RAPSODI_standard,850,ERA5,2024-08-14,4,-9.538198173977918,130.70051157296786
RAPSODI_standard,850,ERA5,2024-08-15,5,36.92350581939709,500.00778696242827
RAPSODI_standard,850,ERA5,2024-08-16,6,-66.1686539206492,1563.9955583187718
RAPSODI_standard,850,ERA5,2024-08-17,4,-30.024404838921726,258.8263514333325
RAPSODI_standard,850,ERA5,2024-08-18,4,-46.902867764858456,762.6955691841522
RAPSODI_standard,850,ERA5,2024-08-19,5,-137.09427206669386,3925.659815014553
RAPSODI_standard,850,ERA5,2024-08-20,5,-4.291165262235722,462.70351718946597
RAPSODI_standard,850,ERA5,2024-08-21,4,-106.57776370217175,2859.093885164841
RAPSODI_standard,850,ERA5,2024-08-22,6,-76.1701669838165,1223.7835034883046
RAPSODI_standard,850,ERA5,2024-08-23,4,-55.128013506939396,793.9634724601823
RAPSODI_standard,850,ERA5,2024-08-24,4,-67.41901759839703,1500.0852654843864
RAPSODI_standard,850,ERA5,2024-08-25,5,16.109417128479066,147.14938046579869
RAPSODI_standard,850,ERA5,2024-08-26,6,28.387714823251656,1142.9982768545983
RAPSODI_standard,850,ERA5,2024-08-27,5,-14.327134204575316,114.6921727312506
RAPSODI_standard,850,ERA5,2024-08-28,4,-23.07752359091512,260.7573021472117
RAPSODI_standard,850,ERA5,2024-08-29,5,-0.3704081420789862,117.91458304370927
RAPSODI_standard,850,ERA5,2024-08-30,5,-13.173611992654969,600.5879295190824
RAPSODI_standard,850,ERA5,2024-08-31,5,-38.95740839547102,756.2868781915843
RAPSODI_standard,850,ERA5,2024-09-01,5,-66.73503395215664,1271.0105918771737
RAPSODI_standard,850,ERA5,2024-09-02,5,-12.702268139633077,164.8779760219157
RAPSODI_standard,850,ERA5,2024-09-03,6,20.105920994097886,427.2113243533665
RAPSODI_standard,850,ERA5,2024-09-04,4,-26.081722463776714,227.49197908033713
RAPSODI_standard,850,ERA5,2024-09-05,4,-23.567151405770232,713.1429874300331
RAPSODI_standard,850,ERA5,2024-09-06,4,-39.790115296012516,546.0086726071494
RAPSODI_standard,850,ERA5,2024-09-07,5,-39.57601945709018,321.33556297211464
RAPSODI_standard,850,ERA5,2024-09-08,4,-32.93343484760044,355.5337754329761
RAPSODI_standard,850,ERA5,2024-09-09,4,-10.047530388585301,335.25833696185794
RAPSODI_standard,850,ERA5,2024-09-10,6,-37.0827084780708,301.7483673486218
RAPSODI_standard,850,ERA5,2024-09-11,1,-17.9051741908919,320.5952628061813
RAPSODI_standard,850,reference,2024-08-09,1,-13.2394739388212,175.28367017672576
RAPSODI_standard,850,reference,2024-08-10,6,-38.40671384098842,462.63991757521376
RAPSODI_standard,850,reference,2024-08-11,5,-128.69903343963773,3737.7469524695634
RAPSODI_standard,850,reference,2024-08-12,3,-74.45499868972367,2174.9455851017115
RAPSODI_standard,850,reference,2024-08-13,4,-57.81091093642159,1695.8769817013633
RAPSODI_standard,850,reference,2024-08-14,4,-2.844712086861607,117.79771286934357
RAPSODI_standard,850,reference,2024-08-15,5,43.84713408965698,614.2817054585421
RAPSODI_standard,850,reference,2024-08-16,6,-49.554702454013835,1293.6551122281721
RAPSODI_standard,850,reference,2024-08-17,4,-16.034723503040357,96.38610396703547
RAPSODI_standard,850,reference,2024-08-18,4,-35.338376706658806,549.8034760020719
RAPSODI_standard,850,reference,2024-08-19,5,-125.80303910103734,3345.0709960873205
RAPSODI_standard,850,reference,2024-08-20,5,3.2324836287471674,444.2726653327556
RAPSODI_standard,850,reference,2024-08-21,4,-94.4459314397961,2245.4269732149933
RAPSODI_standard,850,reference,2024-08-22,6,-55.03081611870322,769.2778462698636
RAPSODI_standard,850,reference,2024-08-23,4,-43.03719318823774,484.86535855907744
RAPSODI_standard,850,reference,2024-08-24,4,-59.58756175826454,1290.0576553708588
RAPSODI_standard,850,reference,2024-08-25,5,21.73243767556256,187.95168445195029
RAPSODI_standard,850,reference,2024-08-26,6,38.615093426968855,1329.2477781289988
RAPSODI_standard,850,reference,2024-08-27,5,-0.039727950086730246,59.54576090318086
RAPSODI_standard,850,reference,2024-08-28,4,-12.311983917198184,165.93181884505157
RAPSODI_standard,850,reference,2024-08-29,5,9.288015434220885,131.23794796800132
RAPSODI_standard,850,reference,2024-08-30,5,-4.079889563882009,569.8673491470632
RAPSODI_standard,850,reference,2024-08-31,5,-24.326757577610287,533.3798375422267
